Day_of_Week,Light_Conditions,Sex_Of_Driver,Vehicle_Type,Speed_limit,Pedestrian_Crossing,Road_Type,Special_Conditions_at_Site,Number_of_Pasengers,Weather,Road_Surface,Driver_Age_Group,Vehicle_Age,Traffic_Density,Risk_Score,Is_Weekend,Night_Drive,Accident_Severity,Driver_Age,Driver_Experience,Seat_Belt,Alcohol_Level,Tyre_Condition,Braking_Distance,Vehicle_Load,Visibility,Time_Of_Day,Weather_Risk,Surface_Risk,Driver_Risk,Traffic_Risk,Total_Risk_Score,Speed_to_Risk,Visibility_to_Speed,Driver_Age_to_Exp,Final_Output
6,0,0,0,30,0,2,1,4,clear,dry,0,2,5,25,1,0,0,19,0,0,0,1,38.07596863,0.811045888,100,morning,1,1,3,2.5,7.5,3.53,3.23,0,Major
4,0,1,0,40,0,5.844534,1,4,clear,dry,1,7,3,33.333332,0,0,1,43,24,1,0,1,23.93343579,0.836197409,53.10905278,morning,1,1,0,1.5,3.5,8.89,1.3,0.55,Minor
6,1,1,0,30,0,6,0,1,rainy,dry,0,9,7,30,0,0,0,39,17,1,0,1,46.45579992,1.307425184,86.46221527,afternoon,3,1,0,3.5,7.5,3.53,2.79,0.42,Major
4,0,0,0,30,0,4,0,4,clear,dry,0,8,8,15,0,0,0,25,5,0,0,1,37.35787873,1.33718137,100,evening,1,1,3,4,9,3,3.23,0.19,Major
4,0,0,0,30,0,1,0,5,clear,wet,1,14,1,60,0,0,1,29,9,1,0,1,28.7171737,1.032940932,100,evening,1,2,0,0.5,3.5,6.67,3.23,0.3,Minor
4,1,0,1,20,0,4,0,3,stormy,dry,2,2,6,10,0,0,0,30,6,1,0,1,13.44741905,1.396410755,77.79645086,morning,5,1,0,3,9,2,3.7,0.19,Major
1,0,1,1,30,0,1,1,4,clear,dry,1,3,1,11.538462,0,0,0,20,0,1,0,1,39.75991819,1.236682003,82.24054674,afternoon,1,1,0,0.5,2.5,8.57,2.65,0,Minor
1,1,0,0,20,1,3,0,2,foggy,dry,0,8,3,12,0,0,0,26,3,1,0,0,18.71423942,0.555301586,56.67617,afternoon,4,1,2,1.5,8.5,2.11,2.7,0.11,Major
1,1,1,0,30,0,5,1,5,clear,wet,1,4,3,22.5,1,0,1,23,0,1,0,1,55.59242772,1.059473447,72.38476234,afternoon,1,2,0,1.5,4.5,5.45,2.33,0,Minor
3,0,1,0,40,0,6,1,6,clear,wet,0,6,3,25.454546,1,0,1,30,6,1,0,0,48.82346354,1.197793297,100,morning,1,2,2,1.5,6.5,5.33,2.44,0.19,Minor
1,0,1,1,20,0,2,1,6,rainy,dry,2,12,7,14,1,0,0,27,5,1,0,1,41.59802384,1.040884832,97.42928222,evening,3,1,0,3.5,7.5,2.35,4.64,0.18,Major
1,1,1,0,20,0,5,1,2,clear,dry,0,14,2,8.571428,1,0,0,18,0,0,0,1,66.76120889,1.33197585,100,evening,1,1,3,1,6,2.86,4.76,0,Minor
6,1,1,1,20,0,1,1,2,stormy,wet,2,2,4,4.6153846,0,0,0,55,35,1,0,0,45.14739768,0.80083713,92.95674196,afternoon,5,2,2,2,11,1.67,4.43,0.62,Major
0,0,0,1,30,0,1,1,2,clear,dry,1,14,6,15,0,0,1,47,29,1,0,0,50.79123238,0.565479133,100,morning,1,1,2,3,7,3.75,3.23,0.6,Major
2,0,0,1,30,1,4,1,3,rainy,wet,0,1,7,8,0,0,0,27,7,1,0,1,55.31196678,1.133620529,100,morning,3,2,0,3.5,8.5,3.16,3.23,0.25,Major
5,0,0,1,40,0,3,1,5,rainy,dry,2,6,5,21.818182,1,0,1,37,14,0,0,1,37.24676472,1.230800613,70.86517116,morning,3,1,3,2.5,9.5,3.81,1.73,0.37,Major
6,1,1,1,30,1,4,0,4,foggy,dry,2,8,2,12.5,0,0,0,39,21,1,0,0,37.33063835,1.265253868,94.75349547,evening,4,1,2,1,8,3.33,3.06,0.52,Major
2,0,0,1,20,1,6,1,4,foggy,wet,0,13,1,16.666666,1,0,0,46,28,1,0,1,45.6217038,0.511060523,66.17224374,afternoon,4,2,0,0.5,6.5,2.67,3.15,0.6,Minor
4,0,1,1,30,0,6,0,6,clear,wet,0,5,8,14,1,0,1,26,6,1,0,1,24.80212426,1.173378248,39.28592059,afternoon,1,2,0,4,7,3.75,1.27,0.22,Major
6,0,1,0,40,0,5,1,6,foggy,dry,2,1,4,35,0,0,0,45,26,1,0,1,71.77970769,0.520727784,85.29785034,afternoon,4,1,0,2,7,5,2.08,0.57,Major
5,1,1,0,20,0,2,1,1,rainy,wet,1,10,5,5,1,0,1,29,8,0,0,0,47.41167218,1.274786017,82.4857417,morning,3,2,5,2.5,12.5,1.48,3.93,0.27,Major
2,0,0,0,20,1,3,0,2,rainy,dry,1,2,4,6,0,0,0,21,0,1,0,1,41.98587734,1.203105141,78.49922987,night,3,1,0,2,6,2.86,3.74,0,Minor
5,0,1,0,30,1,4,0,4,clear,dry,2,3,6,18.75,0,0,0,42,23,1,0,1,76.28290459,1.067413904,67.21412648,evening,1,1,0,3,5,5,2.17,0.53,Minor
3,1,0,0,20,1,6,1,1,clear,muddy,2,13,4,8,1,0,1,47,27,1,1,1,28.47761153,1.006324406,82.73953627,night,1,3,4,2,10,1.82,3.94,0.56,Major
5,1,1,1,30,1,3,1,5,rainy,dry,1,13,3,13.846154,0,0,0,60,40,1,0,1,68.04226086,1.215107863,88.46976577,afternoon,3,1,0,1.5,5.5,4.62,2.85,0.66,Minor
5,1,1,1,30,0,3,1,4,clear,wet,0,12,4,11.538462,1,0,1,23,4,1,1,1,57.199407,0.557195308,100,evening,1,2,4,2,9,3,3.23,0.17,Major
4,0,1,1,40,1,6,0,6,clear,icy,1,2,7,20,1,0,1,41,21,0,0,1,61.75544233,1.332189367,90.70403382,evening,1,5,3,3.5,12.5,2.96,2.21,0.5,Major
2,1,0,0,30,1,5,0,6,clear,dry,2,9,1,15,0,0,0,30,7,1,0,0,42.36675188,0.701226188,91.74539642,evening,1,1,2,0.5,4.5,5.45,2.96,0.23,Minor
3,1,0,1,40,1,1,0,5,clear,icy,2,10,3,26.666666,0,0,0,42,18,1,0,1,45.83797982,0.977788863,65.0172469,afternoon,1,5,0,1.5,7.5,4.71,1.59,0.42,Major
2,0,1,1,30,1,6,0,3,rainy,dry,2,2,3,15,0,0,0,20,2,0,0,0,39.85060023,0.986799425,60.90614355,afternoon,3,1,5,1.5,10.5,2.61,1.96,0.1,Major
0,0,0,0,40,1,2,0,6,rainy,icy,0,3,9,20,0,0,1,22,0,1,0,1,59.94513312,1.277123533,60.38319926,morning,3,5,0,4.5,12.5,2.96,1.47,0,Major
0,0,0.038827974,1,20,0.96117204,4.961172,1,6,clear,dry,2,14,6,11.666667,0,0,1,27,7,1,0,1,50.87603534,0.69299107,74.07662617,evening,1,1,0,3,5,3.33,3.53,0.25,Minor
1,1,0,0,30,1,6,0,1,clear,dry,1,14,1,15,0,0,1,35,15,1,0,1,36.62272259,0.799749739,81.20512283,evening,1,1,0,0.5,2.5,8.57,2.62,0.42,Minor
5,0,1,0,30,0,3,1,3,clear,muddy,0,9,2,20,0,0,1,28,9,0,0,1,37.3116249,1.163107961,84.31369674,morning,1,3,3,1,8,3.33,2.72,0.31,Major
0,0,0,1,30,1,6,0,2,rainy,dry,1,11,7,7.5,0,0,1,41,23,1,0,1,44.7778054,0.912771741,63.64125984,afternoon,3,1,0,3.5,7.5,3.53,2.05,0.55,Major
3,0,1,1,30,1,4,0,2,rainy,dry,2,3,2,18,0,0,0,45,26,1,0,0,40.01574836,0.798863623,35.17370294,evening,3,1,2,1,7,3.75,1.13,0.57,Major
1,0,1,0,30,0,6,1,1,clear,dry,1,8,9,6,0,0,0,40,16,1,0,1,66.62659284,1.121423222,71.60677533,night,1,1,0,4.5,6.5,4,2.31,0.39,Minor
2,0,0,1,40,0,2,1,5,clear,icy,1,8,2,20,0,0,1,51,28,1,0,1,57.12322525,0.58657219,98.74667553,morning,1,5,0,1,7,5,2.41,0.54,Major
3,1,0,0,40,0,1,0,1,clear,dry,2,11,4,10,0,0,0,39,20,0,0,1,57.09167895,1.289778572,72.47199176,morning,1,1,3,2,7,5,1.77,0.5,Major
5,1,0,1,30,1,3,0,1,foggy,dry,2,14,2,20,0,0,0,22,2,1,0,1,48.50875798,1.024749217,78.51584414,afternoon,4,1,0,1,6,4.29,2.53,0.09,Minor
2,1,1,1,20,0,1,1,6,clear,wet,0,3,8,9.333333,1,0,0,48,30,1,0,0,32.60241283,0.706020509,48.119118,morning,1,2,2,4,9,2,2.29,0.61,Major
5,1,0,1,20,1,4,1,6,clear,dry,2,10,1,17.5,0,0,1,28,5,1,1,1,55.44161331,0.908515917,82.48738599,afternoon,1,1,4,0.5,6.5,2.67,3.93,0.17,Minor
1,1,0,0,20,1,3,0,2,clear,dry,0,14,4,12,0,0,0,44,24,1,0,1,13.52726122,0.631076801,88.18856399,morning,1,1,0,2,4,4,4.2,0.53,Minor
2,1,1,1,40,1,1,1,4,clear,wet,2,14,8,14.285714,1,0,1,50,27,1,0,1,47.610828,1.116581113,68.60073488,afternoon,1,2,0,4,7,5,1.67,0.53,Major
2,0,1,0,40,0,5,1,4,stormy,wet,0,12,2,66.666664,0,0,0,39,19,1,0,1,32.81821601,1.169300631,99.28807144,morning,5,2,0,1,8,4.44,2.42,0.48,Major
0,0,1,1,30,1,1,1,3,foggy,dry,2,10,4,40,0,0,0,20,0,1,0,1,31.66324709,0.905285928,100,afternoon,4,1,0,2,7,3.75,3.23,0,Major
5,1,1,0,20,0,4,0,3,rainy,icy,2,3,1,8,1,0,1,25,5,1,0,1,38.04998766,0.839690488,100,evening,3,5,0,0.5,8.5,2.11,4.76,0.19,Major
2,0,1,1,20,1,2,0,1,clear,dry,2,8,3,13.333333,0,0,0,48,26,1,0,1,43.74094716,1.349784749,61.46310137,afternoon,1,1,0,1.5,3.5,4.44,2.93,0.53,Minor
1,0,1,1,40,1,5,0,6,clear,icy,2,3,9,31.11111,1,0,0,33,12,1,0,1,44.64876567,1.076069244,85.72642388,night,1,5,0,4.5,10.5,3.48,2.09,0.35,Major
6,0,1,1,20,0,6,1,1,rainy,dry,0,4,5,5,1,0,0,35,17,1,0,1,56.85357229,1.167021272,56.24737845,afternoon,3,1,0,2.5,6.5,2.67,2.68,0.47,Minor
3,0,0,1,30,1,5,0,2,clear,dry,2,5,6,12.857142,0,0,1,42,18,0,0,1,42.3917283,0.627519113,92.08868016,morning,1,1,3,3,8,3.33,2.97,0.42,Major
3,1,1,1,20,0,1,0,4,clear,wet,1,7,5,10,1,0,0,41,19,1,0,1,43.47399697,1.213325294,89.68386207,morning,1,2,0,2.5,5.5,3.08,4.27,0.45,Minor
0,1,0,1,30,0,1,1,2,clear,muddy,2,1,1,15,0,0,1,37,16,0,1,1,24.06580806,0.944610775,41.45446535,night,1,3,7,0.5,11.5,2.4,1.34,0.42,Major
1,1,0,0,30,0,2,1,5,clear,dry,0,8,4,12.857142,0,0,0,32,9,1,0,0,26.01917818,0.866668423,85.44334422,morning,1,1,2,2,6,4.29,2.76,0.27,Minor
1,1,1,0,30,0,5,1,5,clear,dry,1,3,4,22.5,1,0,1,31,10,1,0,1,49.30603566,1.4294042,76.01700231,afternoon,1,1,0,2,4,6,2.45,0.31,Minor
1,1,1,1,30,0,4,1,2,rainy,dry,1,7,5,9,0,0,0,43,22,0,0,0,54.46002572,0.553933987,56.29858926,evening,3,1,5,2.5,11.5,2.4,1.82,0.5,Major
0,1,0,1,20,1,4,0,4,clear,icy,2,11,3,50,0,0,1,40,18,1,0,1,41.09292187,0.695606405,74.1591323,morning,1,5,0,1.5,7.5,2.35,3.53,0.44,Major
3,0,1,1,20,0,4,0,2,foggy,dry,2,10,4,12,0,0,0,32,14,1,0,1,58.99436949,0.875040086,100,morning,4,1,0,2,7,2.5,4.76,0.42,Major
4,1,1,1,40,0,5,0,5,clear,dry,1,11,4,17.142857,0,0,0,45,26,0,0,1,23.88162119,0.824040097,91.46792961,afternoon,1,1,3,2,7,5,2.23,0.57,Major
1,1,0,0,20,0,1,1,4,clear,dry,1,3,3,9.090909,0,0,1,33,12,1,1,1,50.97808084,1.01068385,63.45941164,morning,1,1,4,1.5,7.5,2.35,3.02,0.35,Major
1,1,0,0,30,0,2,0,2,foggy,dry,1,9,8,12.857142,1,0,1,26,7,1,0,1,32.22333591,0.900902053,73.37390037,evening,4,1,0,4,9,3,2.37,0.26,Major
4,1,1,1,20,1,5,1,4,clear,dry,2,10,7,7.6923075,0,0,1,27,8,1,0,1,31.03874747,1.288289059,41.29241007,evening,1,1,0,3.5,5.5,3.08,1.97,0.29,Minor
6,1,1,1,40,0.24463859,2,1,4,clear,muddy,1,5,6,18.181818,1,0,1,25,5,1,0,0,33.52626114,1.268000553,58.39292994,morning,1,3,2,3,9,4,1.42,0.19,Major
1,0,0,1,30,0,5,1,2,clear,wet,0,3,6,9,1,0,1,32,13,0,1,1,43.78851647,1.272374776,100,afternoon,1,2,7,3,13,2.14,3.23,0.39,Major
1,1,1,1,30,0,3.0262444,0.026244482,2.9737556,clear,dry,2,3,7,9.170205,0,0,1,47,24,0,0,0,51.58345394,0.869354553,98.33728568,morning,1,1,5,3.5,10.5,2.61,3.17,0.5,Major
2,1,0,1,40,0,6,1,5,rainy,muddy,1,13,2,40,0,0,1,26,3,1,0,1,50.44468814,0.907368478,89.02131364,afternoon,3,3,0,1,7,5,2.17,0.11,Major
0,0,1,1,30,1,1,0,3,clear,dry,0,4,3,13.333333,0,0,1,36,16,1,1,1,40.64276724,1.220461929,87.80046329,evening,1,1,4,1.5,7.5,3.53,2.83,0.43,Major
1,0,1,0,40,0,3,1,5,clear,wet,0,5,8,34.285713,1,0,0,28,10,1,0,0,54.48401014,0.624198366,100,morning,1,2,2,4,9,4,2.44,0.34,Major
6,0,0,0,20,1,1,0,2,clear,dry,2,5,3,12,1,0,1,32,8,1,0,1,70.3011209,1.351919617,86.4068835,morning,1,1,0,1.5,3.5,4.44,4.11,0.24,Minor
6,0,1,1,20,1,4,1,6,clear,icy,1,8,3,35,1,0,1,19,1,1,0,1,43.20883198,1.041258238,74.33390636,evening,1,5,0,1.5,7.5,2.35,3.54,0.05,Major
5,1,0,0,40,1,2,0,6,foggy,muddy,1,10,5,93.333336,1,0,0,32,9,1,0,1,46.42193661,1.34854522,78.1692779,morning,4,3,0,2.5,9.5,3.81,1.91,0.27,Major
2,0,1,1,40,0,1,0,2,foggy,dry,0,6,8,40,1,0,0,33,9,1,0,1,35.82405033,1.293602981,74.76541045,evening,4,1,0,4,9,4,1.82,0.26,Major
6,0,0,0,30,0,2,1,4,foggy,dry,0,5,9,25,1,0,1,40,20,0,0,1,39.12062189,0.874383085,74.5021689,afternoon,4,1,3,4.5,12.5,2.22,2.4,0.49,Major
2,0,1,1,20,1,4,1,1,clear,dry,1,2,5,4.4444447,0,0,0,37,19,0,0,0,63.72520898,0.60155971,100,morning,1,1,5,2.5,9.5,1.9,4.76,0.5,Major
6,1,0,0,30,1,1,1,2,stormy,dry,0,14,6,8.181818,0,0,0,23,0,1,0,1,63.87987328,1.420830241,58.8627793,night,5,1,0,3,9,3,1.9,0,Major
5,0,1,0,20,1,2,1,5,rainy,dry,0,5,3,9.230769,0,0,1,45,21,1,0,1,41.98398781,0.84460535,69.89898289,evening,3,1,0,1.5,5.5,3.08,3.33,0.46,Minor
0,1,1,1,40,0,3,0,1,rainy,dry,2,7,3,8.888889,0,0,0,37,16,0,0,0,52.35377499,0.873741691,43.50323067,night,3,1,5,1.5,10.5,3.48,1.06,0.42,Major
3,1,1,1,20,0,1,0,4,rainy,muddy,1,11,2,10,0,0,0,36,18,1,0,1,58.80685931,1.409048501,100,afternoon,3,3,0,1,7,2.5,4.76,0.49,Major
1,0,0,0,30,1,4,1,1,rainy,dry,2,3,2,6.6666665,0,0,0,34,14,1,0,1,38.30224442,1.417347203,86.85033198,night,3,1,0,1,5,5,2.8,0.4,Minor
4,0,1,1,20,0,1,1,2,rainy,dry,1,14,6,4,0,0,0,29,5,0,0,0,25.41137623,0.762906187,100,night,3,1,5,3,12,1.54,4.76,0.17,Major
5,0,1,0,40,0,5,1,4,clear,dry,1,12,1,33.333332,0,0,1,37,14,1,1,1,55.33963425,0.588956281,67.20682058,evening,1,1,4,0.5,6.5,5.33,1.64,0.37,Minor
4,0,0,0,20,1,1,1,6,clear,dry,0,14,8,28,0,0,1,39,18,0,0,1,58.44581424,0.501108026,64.10694965,evening,1,1,3,4,9,2,3.05,0.45,Major
6,1,0,0,40,1,1,0,2,foggy,dry,2,7,9,9.230769,0,0,1,18,0,1,0,1,56.239182,0.938294485,56.70377446,afternoon,4,1,0,4.5,9.5,3.81,1.38,0,Major
3,0,0,1,20,0,4,0,6,clear,dry,1,13,2,10.769231,0,0,1,29,10,0,0,1,39.38776764,1.068573402,89.11353128,morning,1,1,3,1,6,2.86,4.24,0.33,Minor
2,1,1,1,30,0,4,1,2,clear,wet,0,1,6,10,0,0,1,32,13,1,0,1,67.84666307,0.770338003,72.99683104,afternoon,1,2,0,3,6,4.29,2.35,0.39,Minor
2,0,1,0,40,1,4,0,5,clear,dry,0,13,6,60,0,0,0,37,14,0,0,1,49.26397138,0.759749651,86.00225609,afternoon,1,1,3,3,8,4.44,2.1,0.37,Major
0,0,0,0,20,0,3,0,3,clear,wet,2,6,7,5.3333335,0,0,0,46,22,1,0,1,27.78615648,0.856785045,71.51809578,morning,1,2,0,3.5,6.5,2.67,3.41,0.47,Minor
2,1,0,1,30,1,2,0,2,rainy,dry,2,1,7,30,1,0,0,27,7,1,0,1,21.05868811,0.763085103,100,afternoon,3,1,0,3.5,7.5,3.53,3.23,0.25,Major
0,0,0,0,20,0,3,0,3,rainy,wet,2,7,3,5.3333335,0,0,0,30,11,1,0,1,40.54208676,1.358438405,100,night,3,2,0,1.5,6.5,2.67,4.76,0.35,Minor
5,1,1,1,40,1,2,0,6,rainy,dry,1,6,1,35,1,0,0,29,11,1,0,1,48.37217295,1.142842391,81.72172303,night,3,1,0,0.5,4.5,7.27,1.99,0.37,Minor
1,1,0,0,30,0,2,0,2,clear,wet,1,13,8,12.857142,0,0,1,26,7,1,0,1,40.68080725,1.328946833,100,afternoon,1,2,0,4,7,3.75,3.23,0.26,Major
2,0,0,0,40,0,3,0,2,clear,wet,0,10,7,40,0,0,0,31,7,0,0,1,74.90343598,1.36047825,77.35266976,night,1,2,3,3.5,9.5,3.81,1.89,0.22,Major
5,1,0.92665887,0,30,0,4.0733414,0.07334113,4,clear,dry,1,11,3,10,0,0,1,42,20,1,0,1,51.05975289,0.935009946,79.08443284,night,1,1,0,1.5,3.5,6.67,2.55,0.47,Minor
5,1,1,1,30,1,1,1,3,clear,muddy,1,1,7,24,0,0,1,24,1,1,0,1,30.40276896,0.977577449,36.71660696,morning,1,3,0,3.5,7.5,3.53,1.18,0.04,Major
2,0,1,0,20,0,6,0,1,foggy,dry,1,9,7,5.714286,0,0,0,39,17,1,0,1,10.94487363,1.477819599,90.13965009,morning,4,1,0,3.5,8.5,2.11,4.29,0.42,Major
2,0,1,0,30,0,3,0,1,rainy,muddy,0,5,5,20,0,0,0,18,0,1,0,1,48.52521074,1.316839912,80.45751347,afternoon,3,3,0,2.5,8.5,3.16,2.6,0,Major
4,1,0,1,30,0,5,0,4,clear,dry,0,11,9,18.75,1,0,1,29,5,1,0,1,59.83431135,1.297894321,97.60382736,morning,1,1,0,4.5,6.5,4,3.15,0.17,Minor
0,0,0,1,40,0,4,1,5,clear,dry,1,7,1,20,0,0,1,31,12,1,1,1,72.95650813,1.083713207,94.28461125,morning,1,1,4,0.5,6.5,5.33,2.3,0.38,Minor
3,1,0,0,30,1,6,1,5,foggy,muddy,1,12,2,90,0,0,1,51,29,1,0,0,41.96382381,0.96115026,65.02524679,afternoon,4,3,2,1,10,2.73,2.1,0.56,Major
2,0,0,1,20,1,3,0,1,clear,dry,0,1,9,10,0,0,0,32,8,1,0,1,70.82998657,1.394610697,76.15684488,evening,1,1,0,4.5,6.5,2.67,3.63,0.24,Minor
2,1,0,0,20,1,6,1,3,clear,wet,0,11,2,7.2727275,0,0,0,18,0,1,0,1,24.61608541,1.304556962,70.43937542,evening,1,2,0,1,4,4,3.35,0,Minor
5,1,1,0,40,1,6,0,5,rainy,wet,0,11,9,30,0,0,0,18,0,1,0,1,39.84137931,1.016788907,100,night,3,2,0,4.5,9.5,3.81,2.44,0,Major
5,0,1,1,40,1,6,0,5,foggy,icy,2,8,8,24,1,0,1,35,16,1,1,1,29.78403819,0.770490802,100,afternoon,4,5,4,4,17,2.22,2.44,0.44,Major
1,1,0,1,30,1,1,0,1,clear,icy,1,8,2,5.4545455,0,0,1,41,18,1,0,0,56.88151363,0.647279404,95.97014711,evening,1,5,2,1,9,3,3.1,0.43,Major
2,1,0,0,30,1,2,0,4,clear,dry,2,9,2,37.5,0,0,1,38,17,1,0,1,25.4838393,1.052705709,100,afternoon,1,1,0,1,3,7.5,3.23,0.44,Minor
0,0,1,0,30,0,3,0,5,clear,wet,2,2,5,60,0,0,1,36,12,1,0,1,51.02624437,0.79603002,90.47808261,evening,1,2,0,2.5,5.5,4.62,2.92,0.32,Minor
4,1,1,0,30,1,1,1,1,rainy,dry,2,6,1,4.285714,0,0,1,46,22,1,0,1,26.37255943,0.764215786,60.5090946,evening,3,1,0,0.5,4.5,5.45,1.95,0.47,Minor
3,1,0,0,40,0,5,1,1,clear,dry,0,10,4,20,0,0,1,29,6,1,1,1,71.3667233,0.605786234,52.24748959,morning,1,1,4,2,8,4.44,1.27,0.2,Major
6,0,1,1,40,1,1,1,6,clear,dry,2,5,8,25.454546,0,0,0,43,19,0,0,1,39.38615944,0.53447272,61.60177442,evening,1,1,3,4,9,4,1.5,0.43,Major
5,0,1,0,20,1,2,1,5,rainy,dry,0,6,3,9.230769,0,0,1,18,0,0,0,1,50.66948774,1.283353823,70.92933764,morning,3,1,3,1.5,8.5,2.11,3.38,0,Major
1,0,1,1,40,1,5,0,6,rainy,dry,2,14,1,31.11111,1,0,1,25,5,1,1,0,18.16841066,0.607985067,66.45173044,morning,3,1,6,0.5,10.5,3.48,1.62,0.19,Major
1,1,0,0,30,0,6,0,4,clear,dry,2,5,5,50,1,0,0,18,0,1,0,1,22.57796677,1.388609467,81.08687894,afternoon,1,1,0,2.5,4.5,5.45,2.62,0,Minor
0,0,1,0,30,1,4,1,1,rainy,dry,0,11,3,10,0,0,0,32,14,1,0,1,33.39905294,0.713782808,76.38701674,evening,3,1,0,1.5,5.5,4.62,2.46,0.42,Minor
6,0,0,1,30,1,1,0,4,stormy,wet,1,1,8,10,0,0,1,34,13,1,0,1,57.75777192,1.259675692,81.49337558,afternoon,5,2,0,4,11,2.5,2.63,0.37,Major
2,1,1,0,40,1,1,0,4,clear,dry,1,2,3,25,0,0,0,36,16,1,0,1,54.88635729,1.32299948,100,afternoon,1,1,0,1.5,3.5,8.89,2.44,0.43,Minor
2,1,1,0,20,1,2,1,4,rainy,muddy,1,3,1,33.333332,0,0,1,35,16,1,0,1,61.28084942,1.292555922,97.51876728,evening,3,3,0,0.5,6.5,2.67,4.64,0.44,Minor
0,1,1,0,30,1,1,0,2,clear,dry,0,7,7,9,1,0,1,25,1,1,0,0,22.35403765,1.37285582,85.39090253,night,1,1,2,3.5,7.5,3.53,2.75,0.04,Major
5,1,0,0,30,1,5,0,6,clear,dry,2,10,4,16.153847,1,0,1,33,15,0,0,1,52.6030406,0.839720857,100,evening,1,1,3,2,7,3.75,3.23,0.44,Major
6,0,1,1,40,0,3.6734593,1,3.3265407,clear,dry,1,9,1,13.312433,1,0,1,20,2,1,1,0,36.60153798,1.485888476,63.86362085,evening,1,1,6,0.5,8.5,4.21,1.56,0.1,Major
4,0,1,1,40,1,5,1,3,foggy,wet,1,2,6,26.666666,0,0,0,48,27,1,0,1,32.87843495,0.779594701,63.00952381,afternoon,4,2,0,3,9,4,1.54,0.55,Major
5,1,0,1,20,0,4,0,3,rainy,wet,2,12,5,20,0,0,0,31,11,1,0,0,36.94158504,1.43429809,98.3256814,afternoon,3,2,2,2.5,9.5,1.9,4.68,0.34,Major
0,1,0,0,40,1,4,1,6,clear,dry,0,13,3,25.454546,0,0,0,30,12,1,0,0,43.25298309,0.937440095,79.99144287,morning,1,1,2,1.5,5.5,6.15,1.95,0.39,Minor
0,1,1,0,30,1,6,0,3,stormy,dry,0,14,8,20,0,0,0,50,30,1,0,1,54.91566624,0.556931993,82.45374065,afternoon,5,1,0,4,10,2.73,2.66,0.59,Major
1,0,0,1,30,1,5,0,6,rainy,wet,0,10,4,14,0,0,1,22,2,0,0,1,61.84207951,1.284916469,57.14307752,morning,3,2,3,2,10,2.73,1.84,0.09,Major
2,0,1,0,20,0,3,1,2,clear,dry,1,1,7,6.6666665,0,0,0,23,0,0,0,1,52.81608193,1.287410833,70.52288652,afternoon,1,1,3,3.5,8.5,2.11,3.36,0,Major
6,1,0,1,40,1,2,1,1,rainy,dry,1,1,6,11.428572,1,0,1,24,6,0,0,1,54.49906104,0.697297894,71.80980401,evening,3,1,3,3,10,3.64,1.75,0.24,Major
6,0,0,0,40,0,1,1,4,clear,wet,1,4,9,13.333333,0,0,1,34,14,1,0,1,72.34574322,1.323512448,70.38041294,evening,1,2,0,4.5,7.5,4.71,1.72,0.4,Major
6,0,1,0,30,1,4,1,5,clear,dry,2,9,7,22.5,0,0,0,39,18,0,0,0,55.45609637,0.657579403,100,evening,1,1,5,3.5,10.5,2.61,3.23,0.45,Major
1,0,0,1,40,1,1,0,4,clear,dry,1,4,9,18.181818,0,0,1,42,24,0,0,1,41.79247753,0.651431659,100,afternoon,1,1,3,4.5,9.5,3.81,2.44,0.56,Major
1,1,1,0,30,1,1,0,1,clear,wet,1,3,7,5,0,0,0,60,39,1,0,1,53.71657102,1.308919288,100,evening,1,2,0,3.5,6.5,4,3.23,0.64,Minor
0,1,1,0,40,0,4,1,3,foggy,muddy,0,10,2,26.666666,0,0,1,18,0,1,0,1,70.61468856,0.790219124,81.93063167,night,4,3,0,1,8,4.44,2,0,Major
3,0,0,1,30,0,1,1,4,clear,dry,1,8,3,30,0,0,1,41,21,1,0,0,31.94459002,0.576877835,68.25507316,night,1,1,2,1.5,5.5,4.62,2.2,0.5,Minor
1,1,1,0,20,0,5,0,4,clear,dry,0,9,8,7.6923075,0,0,0,29,9,1,0,1,38.53594562,1.456343986,59.30763986,morning,1,1,0,4,6,2.86,2.82,0.3,Minor
5,1,1,1,30,0,4,1,2,rainy,muddy,2,5,8,6,1,0,1,29,6,1,1,1,66.75191624,1.057040156,86.83239985,morning,3,3,4,4,14,2,2.8,0.2,Major
0,1,1,0,30,1,1,0,2,foggy,wet,0,2,2,9,0,0,1,28,4,0,1,1,40.64290624,0.948077489,100,afternoon,4,2,7,1,14,2,3.23,0.14,Major
1,1,0,1,30,0,1,0,2,clear,wet,0,4,9,12.857142,0,0,1,25,2,1,0,1,56.46434513,1.004110044,95.56162096,evening,1,2,0,4.5,7.5,3.53,3.08,0.08,Major
1,0,0,1,20,1,1,0,2,foggy,wet,0,10,7,4.6153846,0,0,1,51,33,1,0,1,64.33630885,1.170450277,82.03813625,evening,4,2,0,3.5,9.5,1.9,3.91,0.63,Major
1,0,0,1,20,0,6,1,2,clear,wet,1,8,3,15,0,0,1,43,20,1,0,1,26.16269282,1.361665985,93.3587776,night,1,2,0,1.5,4.5,3.64,4.45,0.45,Minor
5,0,1,1,20,0,4,1,5,clear,wet,0,2,6,13.333333,0,0,0,35,16,1,0,0,38.87366084,1.172578888,79.62136934,afternoon,1,2,2,3,8,2.22,3.79,0.44,Major
